observation,data_marking,statistical_unit_eng,measure_type_eng,obs_type_value,unit_multiplier,unit_of_measure_eng,geographic_area,time_dim_item_id,time_type,statistical_population_id,Costs,SIC,Measure,Growth Period,SA / NSA
133.9,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Wage Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
159,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Other Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
137.5,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public  Sector,Count,Annual,Seasonally adjusted
136.9,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Labour Costs per Hour,Services,Count,Annual,Seasonally adjusted
133.4,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Wage Costs per Hour,Services,Count,Annual,Seasonally adjusted
159.6,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Other Costs per Hour,Services,Count,Annual,Seasonally adjusted
134.1,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Services,Count,Annual,Seasonally adjusted
143.2,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Labour Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
140.2,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Wage Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
164.9,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Other Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
132.4,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Finance and Business Services,Count,Annual,Seasonally adjusted
137.3,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Labour Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
133.8,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Wage Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
158.9,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Other Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
136.7,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
130.4,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Labour Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
125.7,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Wage Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
164.2,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Other Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
131.2,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Manufacturing,Count,Annual,Seasonally adjusted
136.4,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Labour Costs per Hour,Construction,Count,Annual,Seasonally adjusted
135.2,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Wage Costs per Hour,Construction,Count,Annual,Seasonally adjusted
146.8,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Other Costs per Hour,Construction,Count,Annual,Seasonally adjusted
137.1,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Construction,Count,Annual,Seasonally adjusted
128,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Labour Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
125.7,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Wage Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
147.1,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Other Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
128.4,,People,index,,1,Indices,UK,2006 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
136.3,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
133.5,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Wage Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
160.1,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Other Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
132.7,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Whole Economy,Count,Annual,Seasonally adjusted
135.6,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
132.7,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Wage Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
156.2,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Other Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
130.6,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Private Sector,Count,Annual,Seasonally adjusted
139.1,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
136.5,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Wage Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
156.4,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Other Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
138.1,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public  Sector,Count,Annual,Seasonally adjusted
137.5,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour,Services,Count,Annual,Seasonally adjusted
135.1,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Wage Costs per Hour,Services,Count,Annual,Seasonally adjusted
157.1,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Other Costs per Hour,Services,Count,Annual,Seasonally adjusted
133.4,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Services,Count,Annual,Seasonally adjusted
143.1,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
141.2,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Wage Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
161.5,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Other Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
133.3,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Finance and Business Services,Count,Annual,Seasonally adjusted
139.4,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
136.6,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Wage Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
156.4,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Other Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
139,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
133.1,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
128.9,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Wage Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
163.2,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Other Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
129.1,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Manufacturing,Count,Annual,Seasonally adjusted
137.4,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour,Construction,Count,Annual,Seasonally adjusted
136.7,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Wage Costs per Hour,Construction,Count,Annual,Seasonally adjusted
143.1,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Other Costs per Hour,Construction,Count,Annual,Seasonally adjusted
134.3,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Construction,Count,Annual,Seasonally adjusted
130,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
128,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Wage Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
147.3,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Other Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
130.4,,People,index,,1,Indices,UK,2007 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
136.6,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
133.8,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Wage Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
158.7,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Other Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
135,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Whole Economy,Count,Annual,Seasonally adjusted
135.8,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
132.9,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Wage Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
158.1,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Other Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
133.8,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Private Sector,Count,Annual,Seasonally adjusted
140.4,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
138.1,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Wage Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
156.3,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Other Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
138.5,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public  Sector,Count,Annual,Seasonally adjusted
137,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour,Services,Count,Annual,Seasonally adjusted
134.5,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Wage Costs per Hour,Services,Count,Annual,Seasonally adjusted
155.8,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Other Costs per Hour,Services,Count,Annual,Seasonally adjusted
135.2,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Services,Count,Annual,Seasonally adjusted
140.7,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
137.3,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Wage Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
159.2,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Other Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
135.1,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Finance and Business Services,Count,Annual,Seasonally adjusted
139.7,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
137.3,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Wage Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
156.4,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Other Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
139,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
134.5,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
129.9,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Wage Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
168.1,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Other Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
132.9,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Manufacturing,Count,Annual,Seasonally adjusted
140.1,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour,Construction,Count,Annual,Seasonally adjusted
138.9,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Wage Costs per Hour,Construction,Count,Annual,Seasonally adjusted
149,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Other Costs per Hour,Construction,Count,Annual,Seasonally adjusted
137.6,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Construction,Count,Annual,Seasonally adjusted
132.3,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
130.3,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Wage Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
148.2,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Other Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
131.8,,People,index,,1,Indices,UK,2007 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
139.1,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
136.3,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Wage Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
160.5,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Other Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
136.9,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Whole Economy,Count,Annual,Seasonally adjusted
139,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
136.1,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Wage Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
160.1,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Other Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
136.1,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Private Sector,Count,Annual,Seasonally adjusted
140.5,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
137.8,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Wage Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
159.1,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Other Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
139.7,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public  Sector,Count,Annual,Seasonally adjusted
139.1,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour,Services,Count,Annual,Seasonally adjusted
136.4,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Wage Costs per Hour,Services,Count,Annual,Seasonally adjusted
157.8,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Other Costs per Hour,Services,Count,Annual,Seasonally adjusted
136.8,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Services,Count,Annual,Seasonally adjusted
142.5,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
139.7,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Wage Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
160.5,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Other Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
136,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Finance and Business Services,Count,Annual,Seasonally adjusted
140.6,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
137.7,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Wage Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
159.2,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Other Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
140.4,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
136.6,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
132,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Wage Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
169.2,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Other Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
134.6,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Manufacturing,Count,Annual,Seasonally adjusted
148.6,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour,Construction,Count,Annual,Seasonally adjusted
147.7,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Wage Costs per Hour,Construction,Count,Annual,Seasonally adjusted
154.1,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Other Costs per Hour,Construction,Count,Annual,Seasonally adjusted
146.7,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Construction,Count,Annual,Seasonally adjusted
135.2,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
133.4,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Wage Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
150.4,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Other Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
134.6,,People,index,,1,Indices,UK,2007 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
140.6,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
137.7,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Wage Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
159.6,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Other Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
138,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Whole Economy,Count,Annual,Seasonally adjusted
140.4,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
137.4,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Wage Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
162,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Other Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
137.6,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Private Sector,Count,Annual,Seasonally adjusted
140.2,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
137.7,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Wage Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
159.5,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Other Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
139.7,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public  Sector,Count,Annual,Seasonally adjusted
141,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour,Services,Count,Annual,Seasonally adjusted
137.7,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Wage Costs per Hour,Services,Count,Annual,Seasonally adjusted
159.8,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Other Costs per Hour,Services,Count,Annual,Seasonally adjusted
138.1,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Services,Count,Annual,Seasonally adjusted
143.3,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
140.5,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Wage Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
164.9,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Other Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
135.5,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Finance and Business Services,Count,Annual,Seasonally adjusted
140.4,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
137.7,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Wage Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
159.3,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Other Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
138.8,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
135,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
130.3,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Wage Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
168.6,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Other Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
135.1,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Manufacturing,Count,Annual,Seasonally adjusted
144.8,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour,Construction,Count,Annual,Seasonally adjusted
144.8,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Wage Costs per Hour,Construction,Count,Annual,Seasonally adjusted
146.1,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Other Costs per Hour,Construction,Count,Annual,Seasonally adjusted
143.4,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Construction,Count,Annual,Seasonally adjusted
136.1,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
134.1,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Wage Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
153.2,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Other Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
134.4,,People,index,,1,Indices,UK,2007 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
143.1,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
140,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Wage Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
170.7,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Other Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
140.9,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Whole Economy,Count,Annual,Seasonally adjusted
142.8,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
139.8,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Wage Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
166.1,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Other Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
139,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Private Sector,Count,Annual,Seasonally adjusted
146.8,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
143.5,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Wage Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
165,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Other Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
