Observation,Data_Marking,Observation_Type_Value,Dimension_Hierarchy_1,Dimension_Name_1,Dimension_Value_1,Dimension_Hierarchy_2,Dimension_Name_2,Dimension_Value_2,Dimension_Hierarchy_3,Dimension_Name_3,Dimension_Value_3,Dimension_Hierarchy_4,Dimension_Name_4,Dimension_Value_4,Dimension_Hierarchy_5,Dimension_Name_5,Dimension_Value_5,Dimension_Hierarchy_6,Dimension_Name_6,Dimension_Value_6,Dimension_Hierarchy_7,Dimension_Name_7,Dimension_Value_7,Dimension_Hierarchy_8,Dimension_Name_8,Dimension_Value_8,Dimension_Hierarchy_9,Dimension_Name_9,Dimension_Value_9,Dimension_Hierarchy_10,Dimension_Name_10,Dimension_Value_10
37593.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042575,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
29502.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042576,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
89181.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042577,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
30444.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042578,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
34486.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042579,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
24251.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042580,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
21331.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042596,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
2920.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042597,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
17073.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042589,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
4777.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042581,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
5744.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042582,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
929.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042583,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
3884.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042558,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
1739.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042609,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
6552.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042590,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
10229.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042584,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
4548.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042591,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
339.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042585,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
2466.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042559,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
1743.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042560,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
4209.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042561,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
0.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042604,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
161443.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042610,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
146362.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042611,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
15081.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042612,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
38420.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042613,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
27502.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042586,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
39211.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042614,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
-791.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042615,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
-1271.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006399,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042621,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042620
-4011.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006399,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042634,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042620
-1134.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006399,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042635,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042620
-1271.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006399,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042629,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042620
-859.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0042636,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042637,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042620
136.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042563,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
1261.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042568,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
1187.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042569,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
74.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042570,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
19068.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042588,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
13406.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042554,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
13899.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042557,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
2720.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042571,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
2917.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042572,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
25.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042573,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
5662.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042575,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
150.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042576,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
8.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042577,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
8.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042578,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
0.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042579,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
2231.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042589,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
967.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042581,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
0.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042582,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
374.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042583,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
890.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042558,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
1264.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042590,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
0.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042584,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
293.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042591,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
0.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042585,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
293.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042559,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
0.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036493,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042560,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
