Observation,Data_Marking,Observation_Type_Value,Dimension_Hierarchy_1,Dimension_Name_1,Dimension_Value_1,Dimension_Hierarchy_2,Dimension_Name_2,Dimension_Value_2,Dimension_Hierarchy_3,Dimension_Name_3,Dimension_Value_3,Dimension_Hierarchy_4,Dimension_Name_4,Dimension_Value_4,Dimension_Hierarchy_5,Dimension_Name_5,Dimension_Value_5,Dimension_Hierarchy_6,Dimension_Name_6,Dimension_Value_6
155.7,,0.5,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021539
185.7,,0.4,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021540
215.4,,0.4,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021541
272.9,,0.3,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021543
393.8,,0.3,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021544
475.3,,0.3,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021545
525.2,,0.2,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021546
583.9,,0.3,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021547
752.0,,0.3,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021548
389.8,,0.2,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0006603
327.2,,0.2,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0006604
97.0,,0.7,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021538
153.6,,0.4,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021539
184.2,,0.4,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021540
214.3,,0.4,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021541
271.2,,0.3,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021543
389.4,,0.3,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021544
469.5,,0.3,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021545
519.4,,0.2,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021546
577.3,,0.3,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021547
741.9,,0.3,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021548
382.4,,0.2,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0006603
319.7,,0.3,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0006604
94.3,,0.7,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021538
148.9,,0.5,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021539
178.5,,0.5,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021540
208.0,,0.4,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021541
263.9,,0.3,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021543
381.4,,0.3,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021544
459.5,,0.3,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021545
509.7,,0.3,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021546
568.1,,0.4,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021547
728.7,,0.3,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0006618,CL_0000712,Sex,CI_0005444,CL_0000699,Earnings Statistics,CI_0021548
627.4,,0.2,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0006603
527.7,,0.2,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0006604
296.9,,0.2,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021538
352.0,,0.2,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021539
379.1,,0.2,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021540
405.6,,0.2,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021541
463.2,,0.2,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021543
600.0,,0.2,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021544
687.9,,0.2,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021545
741.8,,0.3,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021546
805.0,,0.3,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021547
1034.9,,0.7,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021548
620.8,,0.2,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0006603
518.3,,0.2,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0006604
287.9,,0.1,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021538
344.6,,0.1,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021539
369.9,,0.1,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021540
397.9,,0.2,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021541
455.0,,0.2,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021543
591.1,,0.2,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021544
679.7,,0.3,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021545
733.8,,0.3,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021546
797.8,,0.3,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021547
1025.3,,0.5,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021548
620.2,,0.2,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0006603
517.4,,0.2,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0006604
287.5,,0.1,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021538
342.5,,0.2,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021539
368.1,,0.2,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021540
395.5,,0.2,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021541
453.0,,0.2,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021543
589.3,,0.2,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021544
676.2,,0.3,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021545
729.1,,0.3,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021546
794.7,,0.3,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021547
1020.0,,0.6,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021548
607.8,,0.2,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0006603
506.1,,0.2,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0006604
282.1,,0.2,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021538
335.0,,0.2,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021539
360.0,,0.2,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021540
385.2,,0.2,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021541
442.3,,0.2,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021543
577.0,,0.2,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021544
665.4,,0.3,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021545
714.8,,0.3,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021546
779.4,,0.3,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021547
1001.9,,0.6,time,Year,2012,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0006618,CL_0000699,Earnings Statistics,CI_0021548
680.0,,0.3,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0006603
567.2,,0.3,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0006604
317.3,,0.2,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021538
378.6,,0.2,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021539
407.3,,0.3,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021540
438.9,,0.3,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021541
498.5,,0.2,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021543
643.2,,0.3,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021544
737.4,,0.3,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021545
795.6,,0.4,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021546
871.0,,0.4,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021547
1139.4,,0.6,time,Year,2015,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021548
674.0,,0.3,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0006603
558.6,,0.3,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0006604
306.6,,0.2,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021538
369.5,,0.2,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021539
400.0,,0.2,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021540
428.7,,0.2,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021541
490.4,,0.3,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021543
634.0,,0.2,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021544
730.5,,0.3,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021545
788.5,,0.3,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021546
862.4,,0.2,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021547
1125.6,,0.7,time,Year,2014,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021548
677.0,,0.3,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0006603
556.2,,0.3,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0006604
306.5,,0.2,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021538
368.1,,0.2,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021539
398.9,,0.2,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021540
427.5,,0.3,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021541
488.4,,0.3,time,Year,2013,2013WARDH,Geographic_Hierarchy,K02000001,CL_0000700,Earnings,CI_0021537,CL_0000696,Working Pattern,CI_0021549,CL_0000712,Sex,CI_0005430,CL_0000699,Earnings Statistics,CI_0021543
